0.0,0.0
5.0,6.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.0,13.0
24.0,24.0
5.0,13.0
5.0,96.0
5.0,96.0
13.0,13.0
13.0,13.0
4.0,4.0
1.0,1.0
0.0,41.0
174.0,174.0
303.0,303.0
3.0,3.0
4.0,4.0
72.0,72.0
4.0,4.0
28.0,193.0
9.0,9.0
5.0,13.0
3.0,304.0
5.0,358.0
4.0,4.0
0.0,0.0
3.0,3.0
0.0,0.0
0.0,48.0
19.0,181.0
0.0,0.0
2.0,102.0
0.0,0.0
2.0,8.0
2.0,2.0
0.0,0.0
1.0,1.0
13.0,13.0
1.0,1.0
3.0,3.0
4.0,47.0
1.0,1.0
1.0,5.0
2.0,1.0
5.0,7.0
77.0,77.0
0.0,5.0
1.0,1.0
4.0,4.0
8.0,8.0
4.0,174.0
28.0,262.0
1.0,1.0
5.0,5.0
1.0,1.0
0.0,0.0
0.0,0.0
1.0,6.0
1.0,1.0
1.0,294.0
1.0,1.0
11.0,11.0
19.0,19.0
13.0,13.0
5.0,358.0
1.0,1.0
24.0,24.0
4.0,4.0
4.0,4.0
13.0,13.0
0.0,0.0
2.0,1.0
4.0,4.0
0.0,0.0
1.0,1.0
5.0,96.0
125.0,125.0
3.0,3.0
6.0,69.0
5.0,5.0
23.0,23.0
4.0,4.0
6.0,7.0
5.0,7.0
1.0,294.0
21.0,21.0
1.0,1.0
11.0,11.0
11.0,11.0
2.0,2.0
19.0,19.0
1.0,1.0
10.0,23.0
2.0,2.0
2.0,2.0
2.0,2.0
4.0,4.0
354.0,354.0
10.0,10.0
4.0,4.0
36.0,36.0
0.0,0.0
1.0,304.0
2.0,162.0
42.0,42.0
36.0,36.0
0.0,2.0
0.0,0.0
2.0,48.0
5.0,358.0
2.0,2.0
133.0,133.0
13.0,13.0
0.0,2.0
2.0,2.0
0.0,2.0
101.0,101.0
0.0,0.0
4.0,4.0
17.0,17.0
5.0,7.0
2.0,2.0
0.0,0.0
0.0,2.0
0.0,0.0
2.0,2.0
13.0,13.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
313.0,313.0
0.0,0.0
222.0,222.0
4.0,4.0
2.0,2.0
23.0,23.0
0.0,0.0
1.0,1.0
3.0,3.0
2.0,1.0
15.0,15.0
2.0,2.0
257.0,257.0
5.0,7.0
0.0,335.0
1.0,8.0
1.0,1.0
3.0,25.0
0.0,0.0
0.0,94.0
2.0,305.0
1.0,1.0
0.0,0.0
2.0,2.0
2.0,2.0
2.0,2.0
0.0,0.0
0.0,0.0
1.0,1.0
1.0,2.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
78.0,78.0
5.0,5.0
0.0,0.0
0.0,0.0
114.0,114.0
6.0,7.0
1.0,1.0
1.0,1.0
0.0,8.0
0.0,0.0
0.0,0.0
25.0,25.0
0.0,0.0
25.0,25.0
1.0,294.0
1.0,59.0
1.0,1.0
77.0,77.0
2.0,2.0
2.0,2.0
1.0,1.0
1.0,1.0
0.0,0.0
1.0,259.0
22.0,22.0
2.0,199.0
1.0,1.0
3.0,3.0
2.0,2.0
0.0,6.0
1.0,1.0
1.0,1.0
1.0,1.0
5.0,5.0
0.0,0.0
2.0,2.0
18.0,18.0
1.0,1.0
2.0,2.0
111.0,111.0
2.0,10.0
23.0,23.0
15.0,15.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,262.0
0.0,41.0
0.0,0.0
0.0,0.0
1.0,1.0
0.0,0.0
1.0,1.0
26.0,26.0
111.0,111.0
1.0,13.0
0.0,0.0
2.0,2.0
1.0,1.0
48.0,48.0
7.0,5.0
1.0,1.0
0.0,0.0
0.0,0.0
0.0,0.0
19.0,108.0
0.0,0.0
0.0,0.0
1.0,294.0
310.0,310.0
12.0,12.0
0.0,0.0
2.0,1.0
0.0,0.0
2.0,2.0
4.0,53.0
0.0,0.0
3.0,3.0
0.0,0.0
2.0,350.0
2.0,8.0
2.0,2.0
1.0,2.0
40.0,40.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,2.0
39.0,39.0
0.0,0.0
1.0,1.0
1.0,210.0
0.0,332.0
14.0,14.0
1.0,8.0
19.0,19.0
2.0,2.0
2.0,2.0
0.0,0.0
2.0,2.0
15.0,15.0
1.0,1.0
104.0,104.0
6.0,7.0
1.0,2.0
1.0,1.0
1.0,1.0
1.0,255.0
0.0,0.0
1.0,344.0
72.0,72.0
1.0,2.0
18.0,18.0
2.0,2.0
1.0,5.0
204.0,204.0
0.0,0.0
1.0,2.0
0.0,0.0
0.0,0.0
0.0,0.0
290.0,290.0
0.0,0.0
41.0,41.0
2.0,2.0
0.0,0.0
2.0,2.0
18.0,18.0
0.0,0.0
1.0,294.0
0.0,0.0
4.0,4.0
14.0,14.0
5.0,13.0
0.0,0.0
0.0,0.0
2.0,193.0
1.0,1.0
1.0,294.0
6.0,6.0
0.0,0.0
35.0,35.0
0.0,0.0
2.0,2.0
